fund_name,sector,start_weight_pct,end_weight_pct,start_date,end_date
Shriram MF,Chemicals,0.74,1.12,2026-04-01,2026-05-01
Shriram MF,Consumer Durables,0.02,0.02,2026-04-01,2026-05-01
Shriram MF,Consumer Goods,5.92,5.94,2026-04-01,2026-05-01
Shriram MF,Engineering & Capital Goods,1.87,1.98,2026-04-01,2026-05-01
Shriram MF,Financial Services,1.01,1.33,2026-04-01,2026-05-01
Shriram MF,Financial services/Insurance,7.06,6.83,2026-04-01,2026-05-01
Shriram MF,Infra/Real estate,6.9,6.98,2026-04-01,2026-05-01
Shriram MF,IT,9.59,9.5,2026-04-01,2026-05-01
Shriram MF,Metals & Mining,3.38,3.33,2026-04-01,2026-05-01
Shriram MF,Miscellaneous,2.3,2.74,2026-04-01,2026-05-01
Shriram MF,Oil/Energy,8.71,8.31,2026-04-01,2026-05-01
Shriram MF,Pharma/healthcare,9.11,9.56,2026-04-01,2026-05-01
Shriram MF,Power,3.19,3.01,2026-04-01,2026-05-01
Shriram MF,Quick Service Restaurant,0.52,0.45,2026-04-01,2026-05-01
Shriram MF,Telecom/Media,5.01,4.89,2026-04-01,2026-05-01
Sundaram MF,Aerospace & Defence,1.72,1.96,2026-04-01,2026-05-01
Sundaram MF,Auto & Auto Ancillaries,6.93,6.86,2026-04-01,2026-05-01
Sundaram MF,Banks,18.02,16.69,2026-04-01,2026-05-01
Sundaram MF,Building materials,3.52,3.55,2026-04-01,2026-05-01
Sundaram MF,Chemicals,1.83,1.67,2026-04-01,2026-05-01
Sundaram MF,Consumer Durables,1.9,1.71,2026-04-01,2026-05-01
Sundaram MF,Consumer Goods,6.53,6.25,2026-04-01,2026-05-01
Sundaram MF,Engineering & Capital Goods,5.89,6.5,2026-04-01,2026-05-01
Sundaram MF,Financial Services,1.12,1.22,2026-04-01,2026-05-01
Sundaram MF,Financial services/Insurance,9.04,10.16,2026-04-01,2026-05-01
Sundaram MF,Infra/Real estate,7.22,7.11,2026-04-01,2026-05-01
Sundaram MF,IT,11.53,12.26,2026-04-01,2026-05-01
Sundaram MF,Metals & Mining,2.09,2.43,2026-04-01,2026-05-01
Sundaram MF,Miscellaneous,2.53,2.79,2026-04-01,2026-05-01
Sundaram MF,Oil/Energy,4.71,4.36,2026-04-01,2026-05-01
Sundaram MF,Pharma/healthcare,6.0,6.35,2026-04-01,2026-05-01
Sundaram MF,Plywood Boards/Laminates,0.11,0.09,2026-04-01,2026-05-01
Sundaram MF,Power,2.7,2.35,2026-04-01,2026-05-01
Sundaram MF,Quick Service Restaurant,1.94,1.25,2026-04-01,2026-05-01
Sundaram MF,Real Estate Investment Trusts,0.45,0.44,2026-04-01,2026-05-01
Sundaram MF,Telecom/Media,4.21,4.02,2026-04-01,2026-05-01
Tata Mutual Fund,Aerospace & Defence,0.51,0.77,2026-04-01,2026-05-01
Tata Mutual Fund,Auto & Auto Ancillaries,5.59,5.57,2026-04-01,2026-05-01
Tata Mutual Fund,Banks,14.92,13.89,2026-04-01,2026-05-01
Tata Mutual Fund,Building materials,4.34,4.17,2026-04-01,2026-05-01
Tata Mutual Fund,Chemicals,4.11,3.85,2026-04-01,2026-05-01
Tata Mutual Fund,Co-Working,0.15,0.15,2026-04-01,2026-05-01
Tata Mutual Fund,Consumer Durables,1.5,1.5,2026-04-01,2026-05-01
Tata Mutual Fund,Consumer Goods,7.7,7.63,2026-04-01,2026-05-01
Tata Mutual Fund,Engineering & Capital Goods,5.35,5.75,2026-04-01,2026-05-01
Tata Mutual Fund,Financial Services,0.91,0.96,2026-04-01,2026-05-01
Tata Mutual Fund,Financial services/Insurance,8.12,8.22,2026-04-01,2026-05-01
Tata Mutual Fund,Infra/Real estate,6.63,6.22,2026-04-01,2026-05-01
Tata Mutual Fund,IT,14.13,14.19,2026-04-01,2026-05-01
Tata Mutual Fund,IT - Hardware,0.08,0.1,2026-04-01,2026-05-01
Tata Mutual Fund,Metals & Mining,3.98,3.88,2026-04-01,2026-05-01
Tata Mutual Fund,Miscellaneous,2.79,3.13,2026-04-01,2026-05-01
Tata Mutual Fund,Oil/Energy,3.85,3.75,2026-04-01,2026-05-01
Tata Mutual Fund,Pharma/healthcare,6.51,7.1,2026-04-01,2026-05-01
Tata Mutual Fund,Plywood Boards/Laminates,0.29,0.23,2026-04-01,2026-05-01
Tata Mutual Fund,Power,3.62,3.9,2026-04-01,2026-05-01
Tata Mutual Fund,Printing & Stationery,0.17,0.16,2026-04-01,2026-05-01
Tata Mutual Fund,Quick Service Restaurant,0.21,0.19,2026-04-01,2026-05-01
Tata Mutual Fund,Real Estate Investment Trusts,0.34,0.33,2026-04-01,2026-05-01
Tata Mutual Fund,Telecom/Media,4.2,4.35,2026-04-01,2026-05-01
Taurus Mut.Fund,Aerospace & Defence,0.73,0.64,2026-04-01,2026-05-01
Taurus Mut.Fund,Auto & Auto Ancillaries,7.3,7.03,2026-04-01,2026-05-01
Taurus Mut.Fund,Banks,11.62,11.5,2026-04-01,2026-05-01
Taurus Mut.Fund,Building materials,3.07,3.37,2026-04-01,2026-05-01
Taurus Mut.Fund,Chemicals,5.86,5.2,2026-04-01,2026-05-01
Taurus Mut.Fund,Consumer Durables,3.13,3.21,2026-04-01,2026-05-01
Taurus Mut.Fund,Consumer Goods,9.95,9.48,2026-04-01,2026-05-01
Taurus Mut.Fund,Engineering & Capital Goods,5.41,6.03,2026-04-01,2026-05-01
Taurus Mut.Fund,Financial Services,1.45,1.41,2026-04-01,2026-05-01
Taurus Mut.Fund,Financial services/Insurance,3.54,2.85,2026-04-01,2026-05-01
Taurus Mut.Fund,Infra/Real estate,1.87,1.68,2026-04-01,2026-05-01
Taurus Mut.Fund,IT,11.51,13.16,2026-04-01,2026-05-01
Taurus Mut.Fund,Metals & Mining,2.96,3.79,2026-04-01,2026-05-01
Taurus Mut.Fund,Miscellaneous,3.46,3.48,2026-04-01,2026-05-01
Taurus Mut.Fund,Oil/Energy,7.27,6.75,2026-04-01,2026-05-01
Taurus Mut.Fund,Pharma/healthcare,12.18,12.57,2026-04-01,2026-05-01
Taurus Mut.Fund,Power,3.91,3.39,2026-04-01,2026-05-01
Taurus Mut.Fund,Telecom/Media,4.77,4.45,2026-04-01,2026-05-01
Trust MF,Aerospace & Defence,6.46,5.34,2026-04-01,2026-05-01
Trust MF,Auto & Auto Ancillaries,8.5,7.02,2026-04-01,2026-05-01
Trust MF,Banks,20.27,19.95,2026-04-01,2026-05-01
Trust MF,Building materials,1.27,1.49,2026-04-01,2026-05-01
Trust MF,Chemicals,2.17,2.2,2026-04-01,2026-05-01
Trust MF,Consumer Goods,9.6,9.41,2026-04-01,2026-05-01
Trust MF,Engineering & Capital Goods,6.71,3.67,2026-04-01,2026-05-01
Trust MF,Financial Services,4.04,4.84,2026-04-01,2026-05-01
Trust MF,Financial services/Insurance,6.05,8.11,2026-04-01,2026-05-01
Trust MF,Infra/Real estate,4.98,4.79,2026-04-01,2026-05-01
Trust MF,IT,7.46,8.77,2026-04-01,2026-05-01
Trust MF,Metals & Mining,0.31,2.32,2026-04-01,2026-05-01
Trust MF,Miscellaneous,1.19,3.06,2026-04-01,2026-05-01
Trust MF,Oil/Energy,5.85,3.3,2026-04-01,2026-05-01
Trust MF,Pharma/healthcare,8.93,9.74,2026-04-01,2026-05-01
Trust MF,Power,1.94,1.81,2026-04-01,2026-05-01
Trust MF,Telecom/Media,4.25,4.19,2026-04-01,2026-05-01
Union MF,Aerospace & Defence,4.97,5.39,2026-04-01,2026-05-01
Union MF,Auto & Auto Ancillaries,10.99,10.3,2026-04-01,2026-05-01
Union MF,Banks,16.62,15.66,2026-04-01,2026-05-01
Union MF,Building materials,2.27,2.31,2026-04-01,2026-05-01
Union MF,Chemicals,3.52,3.45,2026-04-01,2026-05-01
Union MF,Consumer Durables,2.7,2.26,2026-04-01,2026-05-01
Union MF,Consumer Goods,3.71,4.22,2026-04-01,2026-05-01
Union MF,Engineering & Capital Goods,8.92,9.8,2026-04-01,2026-05-01
Union MF,Financial Services,2.43,2.27,2026-04-01,2026-05-01
Union MF,Financial services/Insurance,7.21,6.32,2026-04-01,2026-05-01
Union MF,Infra/Real estate,4.69,5.09,2026-04-01,2026-05-01
Union MF,IT,8.62,8.1,2026-04-01,2026-05-01
Union MF,Metals & Mining,2.41,2.64,2026-04-01,2026-05-01
Union MF,Miscellaneous,3.3,3.57,2026-04-01,2026-05-01
Union MF,Oil/Energy,2.89,2.89,2026-04-01,2026-05-01
Union MF,Pharma/healthcare,8.67,9.75,2026-04-01,2026-05-01
Union MF,Plywood Boards/Laminates,0.04,0.04,2026-04-01,2026-05-01
Union MF,Power,2.69,2.72,2026-04-01,2026-05-01
Union MF,Printing & Stationery,0.79,0.74,2026-04-01,2026-05-01
Union MF,Quick Service Restaurant,0.0,0.01,2026-04-01,2026-05-01
Union MF,Telecom/Media,2.53,2.46,2026-04-01,2026-05-01
UTI MF,Aerospace & Defence,1.2,1.22,2026-04-01,2026-05-01
UTI MF,Auto & Auto Ancillaries,10.22,10.12,2026-04-01,2026-05-01
UTI MF,Banks,18.03,18.02,2026-04-01,2026-05-01
UTI MF,Building materials,4.38,4.39,2026-04-01,2026-05-01
UTI MF,Chemicals,1.9,1.95,2026-04-01,2026-05-01
UTI MF,Co-Working,0.05,0.05,2026-04-01,2026-05-01
UTI MF,Consumer Durables,2.79,2.73,2026-04-01,2026-05-01
UTI MF,Consumer Goods,8.5,7.96,2026-04-01,2026-05-01
UTI MF,Engineering & Capital Goods,2.94,3.06,2026-04-01,2026-05-01
UTI MF,Financial Services,0.89,0.97,2026-04-01,2026-05-01
UTI MF,Financial services/Insurance,6.96,6.85,2026-04-01,2026-05-01
UTI MF,Infra/Real estate,5.53,5.42,2026-04-01,2026-05-01
UTI MF,IT,13.31,13.43,2026-04-01,2026-05-01
UTI MF,IT - Hardware,0.03,0.02,2026-04-01,2026-05-01
UTI MF,Metals & Mining,2.21,2.15,2026-04-01,2026-05-01
UTI MF,Miscellaneous,1.8,1.76,2026-04-01,2026-05-01
UTI MF,Oil/Energy,3.64,3.44,2026-04-01,2026-05-01
UTI MF,Pharma/healthcare,8.89,9.51,2026-04-01,2026-05-01
UTI MF,Power,1.67,1.67,2026-04-01,2026-05-01
UTI MF,Quick Service Restaurant,0.71,0.68,2026-04-01,2026-05-01
UTI MF,Real Estate Investment Trusts,0.62,0.76,2026-04-01,2026-05-01
UTI MF,Telecom/Media,3.71,3.83,2026-04-01,2026-05-01
UTI MF,Unspecified Sector,0.0,0.0,2026-04-01,2026-05-01
WhiteOak Cap.MF,Aerospace & Defence,2.99,2.85,2026-04-01,2026-05-01
WhiteOak Cap.MF,Auto & Auto Ancillaries,5.5,5.78,2026-04-01,2026-05-01
WhiteOak Cap.MF,Banks,17.76,16.53,2026-04-01,2026-05-01
WhiteOak Cap.MF,Building materials,2.45,2.5,2026-04-01,2026-05-01
WhiteOak Cap.MF,Chemicals,1.97,2.01,2026-04-01,2026-05-01
WhiteOak Cap.MF,Co-Working,0.43,0.21,2026-04-01,2026-05-01
WhiteOak Cap.MF,Consumer Durables,0.5,0.49,2026-04-01,2026-05-01
WhiteOak Cap.MF,Consumer Goods,6.87,6.8,2026-04-01,2026-05-01
WhiteOak Cap.MF,Engineering & Capital Goods,6.36,6.85,2026-04-01,2026-05-01
WhiteOak Cap.MF,Financial Services,0.67,0.65,2026-04-01,2026-05-01
WhiteOak Cap.MF,Financial services/Insurance,9.09,9.74,2026-04-01,2026-05-01
WhiteOak Cap.MF,Infra/Real estate,5.9,5.79,2026-04-01,2026-05-01
WhiteOak Cap.MF,IT,8.63,8.09,2026-04-01,2026-05-01
WhiteOak Cap.MF,Metals & Mining,2.89,2.93,2026-04-01,2026-05-01
WhiteOak Cap.MF,Miscellaneous,3.61,3.81,2026-04-01,2026-05-01
WhiteOak Cap.MF,Oil/Energy,3.33,3.51,2026-04-01,2026-05-01
WhiteOak Cap.MF,Pharma/healthcare,10.97,11.39,2026-04-01,2026-05-01
WhiteOak Cap.MF,Power,1.07,1.1,2026-04-01,2026-05-01
WhiteOak Cap.MF,Quick Service Restaurant,0.21,0.2,2026-04-01,2026-05-01
WhiteOak Cap.MF,Real Estate Investment Trusts,4.68,4.93,2026-04-01,2026-05-01
WhiteOak Cap.MF,Telecom/Media,4.11,3.82,2026-04-01,2026-05-01
Zerodha MF,Aerospace & Defence,1.43,1.35,2026-04-01,2026-05-01
Zerodha MF,Auto & Auto Ancillaries,7.67,7.65,2026-04-01,2026-05-01
Zerodha MF,Banks,16.47,16.11,2026-04-01,2026-05-01
Zerodha MF,Building materials,3.38,3.51,2026-04-01,2026-05-01
Zerodha MF,Chemicals,2.18,2.15,2026-04-01,2026-05-01
Zerodha MF,Consumer Durables,1.91,1.8,2026-04-01,2026-05-01
Zerodha MF,Consumer Goods,8.0,7.76,2026-04-01,2026-05-01
Zerodha MF,Engineering & Capital Goods,5.27,5.7,2026-04-01,2026-05-01
Zerodha MF,Financial Services,2.92,3.17,2026-04-01,2026-05-01
Zerodha MF,Financial services/Insurance,8.97,8.85,2026-04-01,2026-05-01
Zerodha MF,Infra/Real estate,4.86,4.82,2026-04-01,2026-05-01
Zerodha MF,IT,9.46,9.5,2026-04-01,2026-05-01
Zerodha MF,Metals & Mining,4.27,4.33,2026-04-01,2026-05-01
Zerodha MF,Miscellaneous,2.47,2.57,2026-04-01,2026-05-01
Zerodha MF,Oil/Energy,5.83,5.53,2026-04-01,2026-05-01
Zerodha MF,Pharma/healthcare,7.23,7.45,2026-04-01,2026-05-01
Zerodha MF,Power,3.9,3.82,2026-04-01,2026-05-01
Zerodha MF,Quick Service Restaurant,0.24,0.22,2026-04-01,2026-05-01
Zerodha MF,Telecom/Media,3.55,3.71,2026-04-01,2026-05-01
